PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000516
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000523
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000573
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000565
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000543
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000573
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.0005
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000528
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000529
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000583
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000506
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.00051
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000552
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000549
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000504
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.00051
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000489
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000528
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000516
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000573
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000514
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000527
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000511
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000564
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.00051
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000537
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000503
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [QUEUE to SUBMIT],0,1,0.000547
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.077885
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.008047
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007725
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.00644
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007446
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007967
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007971
PHASE 2 - opencl_workload_add_matrix,add_matrix_initialize,Pipeline | matrix one write [SUBMIT to START],0,1,0.007165
